contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.10589-NODE-10589-length-3289-cov-7.647186	3289	phage	0.076	0.795	False	False	0.408	0.000	bacteria	0	1	0	0	-1.017	0.000	3.902	0.000	-5.922	0.000	-2.791	0.000	1V		
ERZ773086.10593-NODE-10593-length-3289-cov-2.452999	3289	phage	0.043	0.990	False	False	0.650	0.000	bacteria	0	1	0	0	0.013	0.000	5.402	0.000	-7.031	0.000	-4.164	0.000	1V		
ERZ773086.10640-NODE-10640-length-3275-cov-8.514596	3275	phage	0.455	0.462	False	False	0.513	0.000	bacteria	0	1	0	0	0.752	0.000	3.049	0.000	-4.363	0.000	-4.191	0.000	1V		
ERZ773086.10644-NODE-10644-length-3274-cov-24.846847	3274	phage	0.818	0.886	False	False	0.441	0.000	bacteria	0	1	0	0	2.684	0.000	3.762	0.000	-6.254	0.000	-5.938	0.000	1V		
ERZ773086.10656-NODE-10656-length-3272-cov-2.023314	3272	phage	0.113	0.517	False	False	0.432	0.000	bacteria	0	1	0	0	-0.397	0.000	3.953	0.000	-3.109	0.000	-3.883	0.000	1V		
ERZ773086.10673-NODE-10673-length-3269-cov-2.353143	3269	phage	0.567	0.472	False	False	0.424	0.000	bacteria	0	1	0	0	1.234	0.000	3.164	0.000	-4.117	0.000	-3.588	0.000	1V		
ERZ773086.10763-NODE-10763-length-3245-cov-6.277743	3245	phage	0.306	0.868	False	False	0.340	0.000	bacteria	0	1	0	0	0.850	0.000	3.736	0.000	-5.945	0.000	-3.666	0.000	1V		
ERZ773086.10784-NODE-10784-length-3238-cov-2.268615	3238	phage	0.275	0.763	False	False	0.299	0.000	bacteria	0	1	0	0	-0.029	0.000	3.381	0.000	-7.195	0.000	-1.323	0.000	1V		
ERZ773086.10788-NODE-10788-length-3237-cov-11.288812	3237	phage	0.589	0.723	False	False	0.596	0.000	bacteria	0	1	0	0	1.188	0.000	3.047	0.000	-5.488	0.000	-3.238	0.000	1V		
ERZ773086.10825-NODE-10825-length-3229-cov-1.732199	3229	phage	0.049	0.835	False	False	0.539	0.000	bacteria	0	1	0	0	0.190	0.000	5.414	0.000	-7.090	0.000	-4.109	0.000	1V		
ERZ773086.10830-NODE-10830-length-3227-cov-15.535939	3227	phage	0.953	0.718	False	False	0.357	0.000	bacteria	0	1	0	0	2.514	0.000	3.055	0.000	-7.383	0.000	-4.824	0.000	1V		
ERZ773086.10892-NODE-10892-length-3212-cov-2.743744	3212	phage	0.297	0.702	False	False	0.429	0.000	bacteria	0	1	0	0	1.069	0.000	3.994	0.000	-5.383	0.000	-3.564	0.000	1V		
ERZ773086.10932-NODE-10932-length-3200-cov-77.284579	3200	phage	0.775	0.753	False	False	0.373	0.000	bacteria	0	1	0	0	2.268	0.000	3.500	0.000	-8.469	0.000	-4.227	0.000	1V		
ERZ773086.10937-NODE-10937-length-3199-cov-4.585242	3199	phage	0.120	0.828	False	False	0.437	0.000	bacteria	0	1	0	0	0.688	0.000	4.812	0.000	-5.195	0.000	-4.355	0.000	1V		
ERZ773086.10965-NODE-10965-length-3193-cov-1.678458	3193	phage	0.081	0.539	False	False	0.410	0.000	bacteria	0	1	0	0	0.364	0.000	4.996	0.000	-7.035	0.000	-3.432	0.000	1V		
ERZ773086.10974-NODE-10974-length-3189-cov-16.469368	3189	phage	0.107	0.572	False	False	0.559	0.000	bacteria	0	1	0	0	1.567	0.000	5.816	0.000	-8.164	0.000	-4.750	0.000	1V	ITR	15.000
ERZ773086.10978-NODE-10978-length-3189-cov-3.044352	3189	phage	0.075	0.926	False	False	0.591	0.000	bacteria	0	1	0	0	0.476	0.000	5.176	0.000	-6.129	0.000	-5.324	0.000	1V		
ERZ773086.10980-NODE-10980-length-3188-cov-2.176189	3188	phage	0.249	0.457	False	False	0.425	0.000	bacteria	0	1	0	0	-0.014	0.000	3.285	0.000	-3.340	0.000	-3.393	0.000	1V		
ERZ773086.10986-NODE-10986-length-3187-cov-2.006386	3187	phage	0.064	0.783	False	False	0.379	0.000	bacteria	0	1	0	0	-0.129	0.000	4.809	0.000	-5.609	0.000	-3.631	0.000	1V		
ERZ773086.10992-NODE-10992-length-3186-cov-1.613223	3186	phage	0.211	0.677	False	False	0.439	0.000	bacteria	0	1	0	0	1.205	0.000	4.582	0.000	-7.695	0.000	-4.398	0.000	1V		
ERZ773086.11012-NODE-11012-length-3182-cov-1.637032	3182	phage	0.148	0.639	False	False	0.498	0.000	bacteria	0	1	0	0	-0.384	0.000	3.566	0.000	-3.566	0.000	-4.523	0.000	1V		
ERZ773086.11010-NODE-11010-length-3182-cov-2.261593	3182	phage	0.502	0.316	False	False	0.447	0.000	bacteria	0	1	0	0	1.103	0.000	3.213	0.000	-5.852	0.000	-4.156	0.000	1V		
ERZ773086.11018-NODE-11018-length-3179-cov-10.167093	3179	phage	0.470	0.415	False	False	0.338	0.000	bacteria	0	1	0	0	0.839	0.000	3.146	0.000	-5.336	0.000	-2.502	0.000	1V		
ERZ773086.11029-NODE-11029-length-3176-cov-26.675425	3176	phage	0.271	0.917	False	False	0.383	0.000	bacteria	0	1	0	0	0.584	0.000	3.660	0.000	-6.402	0.000	-3.395	0.000	1V		
ERZ773086.11052-NODE-11052-length-3170-cov-2.316854	3170	phage	0.845	0.453	False	False	0.313	0.000	bacteria	0	1	0	0	2.318	0.000	3.324	0.000	-7.324	0.000	-3.926	0.000	1V		
ERZ773086.11072-NODE-11072-length-3165-cov-19.099678	3165	phage	0.861	0.688	False	False	0.396	0.000	bacteria	0	1	0	0	2.074	0.000	3.014	0.000	-6.492	0.000	-4.691	0.000	1V		
ERZ773086.11101-NODE-11101-length-3159-cov-2.875644	3159	phage	0.211	0.633	False	False	0.600	0.000	bacteria	0	1	0	0	0.230	0.000	3.742	0.000	-4.023	0.000	-2.672	0.000	1V		
ERZ773086.11112-NODE-11112-length-3156-cov-1.906804	3156	phage	0.024	0.916	False	False	0.466	0.000	bacteria	0	1	0	0	-0.863	0.000	5.371	0.000	-6.137	0.000	-2.844	0.000	1V		
ERZ773086.11121-NODE-11121-length-3154-cov-18.189093	3154	phage	0.159	0.596	False	False	0.493	0.000	bacteria	0	1	0	0	-1.318	0.000	3.246	0.000	-3.031	0.000	-1.761	0.000	1V		
ERZ773086.11128-NODE-11128-length-3153-cov-2.839574	3153	phage	0.881	0.942	False	False	0.452	0.000	bacteria	0	1	0	0	2.219	0.000	3.088	0.000	-5.531	0.000	-4.625	0.000	1V		
ERZ773086.11143-NODE-11143-length-3150-cov-2.261389	3150	phage	0.387	0.515	False	False	0.310	0.000	bacteria	0	1	0	0	0.783	0.000	3.326	0.000	-4.332	0.000	-4.270	0.000	1V		
ERZ773086.11153-NODE-11153-length-3146-cov-53.338725	3146	phage	0.270	0.470	False	False	0.513	0.000	bacteria	0	1	0	0	0.234	0.000	3.367	0.000	-3.762	0.000	-3.537	0.000	1V		
ERZ773086.11160-NODE-11160-length-3145-cov-2.106796	3145	phage	0.186	0.641	False	False	0.363	0.000	bacteria	0	1	0	0	0.179	0.000	3.924	0.000	-6.219	0.000	-1.949	0.000	1V		
ERZ773086.11172-NODE-11172-length-3142-cov-2.187561	3142	phage	0.052	0.802	False	False	0.391	0.000	bacteria	0	1	0	0	-0.328	0.000	4.871	0.000	-4.781	0.000	-3.977	0.000	1V		
ERZ773086.11179-NODE-11179-length-3141-cov-2.038885	3141	phage	0.011	0.947	False	False	0.539	0.000	bacteria	0	1	0	0	-2.152	0.000	5.281	0.000	-4.957	0.000	-2.955	0.000	1V		
ERZ773086.11191-NODE-11191-length-3138-cov-1.989620	3138	phage	0.014	0.972	False	False	0.476	0.000	bacteria	0	1	0	0	-0.523	0.000	6.184	0.000	-6.945	0.000	-4.293	0.000	1V		
ERZ773086.11201-NODE-11201-length-3137-cov-2.623621	3137	phage	0.538	0.721	False	False	0.427	0.000	bacteria	0	1	0	0	1.607	0.000	3.580	0.000	-5.789	0.000	-5.820	0.000	1V		
ERZ773086.11230-NODE-11230-length-3132-cov-5.457589	3132	phage	0.306	0.748	False	False	0.445	0.000	bacteria	0	1	0	0	1.287	0.000	4.156	0.000	-5.383	0.000	-4.160	0.000	1V		
ERZ773086.11330-NODE-11330-length-3106-cov-6.230744	3106	phage	0.466	0.895	False	False	0.417	0.000	bacteria	0	1	0	0	1.203	0.000	3.416	0.000	-6.504	0.000	-6.105	0.000	1V		
ERZ773086.11339-NODE-11339-length-3105-cov-1.682951	3105	phage	0.554	0.765	False	False	0.646	0.000	bacteria	0	1	0	0	1.252	0.000	3.189	0.000	-6.500	0.000	-4.070	0.000	1V		
ERZ773086.11360-NODE-11360-length-3101-cov-2.298424	3101	phage	0.008	0.972	False	False	0.449	0.000	bacteria	0	1	0	0	-1.418	0.000	6.211	0.000	-6.426	0.000	-2.949	0.000	1V		
ERZ773086.11372-NODE-11372-length-3097-cov-32.801118	3097	phage	0.343	0.455	False	False	0.533	0.000	bacteria	0	1	0	0	0.781	0.000	3.518	0.000	-3.816	0.000	-4.227	0.000	1V		
ERZ773086.11380-NODE-11380-length-3094-cov-13.083909	3094	phage	0.027	0.764	False	False	0.509	0.000	bacteria	0	1	0	0	-0.449	0.000	5.555	0.000	-7.348	0.000	-3.227	0.000	1V	DTR	55.000
ERZ773086.11410-NODE-11410-length-3088-cov-7.532146	3088	phage	0.687	0.872	False	False	0.425	0.000	bacteria	0	1	0	0	1.912	0.000	3.416	0.000	-5.906	0.000	-5.555	0.000	1V		
ERZ773086.11429-NODE-11429-length-3084-cov-2.020139	3084	phage	0.473	0.341	False	False	0.334	0.000	bacteria	0	1	0	0	1.178	0.000	3.391	0.000	-5.332	0.000	-4.008	0.000	1V		
ERZ773086.11449-NODE-11449-length-3080-cov-2.157355	3080	phage	0.636	0.451	False	False	0.533	0.000	bacteria	0	1	0	0	2.211	0.000	3.875	0.000	-6.621	0.000	-4.109	0.000	1V		
ERZ773086.11453-NODE-11453-length-3079-cov-2.338955	3079	phage	0.031	0.956	False	False	0.540	0.000	bacteria	0	1	0	0	-1.078	0.000	4.883	0.000	-5.484	0.000	-3.000	0.000	1V		
ERZ773086.11465-NODE-11465-length-3078-cov-3.008601	3078	phage	0.149	0.530	False	False	0.515	0.000	bacteria	0	1	0	0	1.511	0.000	5.344	0.000	-8.133	0.000	-4.816	0.000	1V		
ERZ773086.11509-NODE-11509-length-3071-cov-2.006631	3071	phage	0.018	0.977	False	False	0.513	0.000	bacteria	0	1	0	0	-0.357	0.000	6.051	0.000	-7.629	0.000	-3.771	0.000	1V		
ERZ773086.11518-NODE-11518-length-3069-cov-2.329794	3069	phage	0.037	0.963	False	False	0.653	0.000	bacteria	0	1	0	0	-0.271	0.000	5.293	0.000	-6.793	0.000	-4.602	0.000	1V		
ERZ773086.11528-NODE-11528-length-3067-cov-2.721116	3067	phage	0.443	0.798	False	False	0.581	0.000	bacteria	0	1	0	0	2.229	0.000	4.520	0.000	-5.930	0.000	-5.742	0.000	1V		
ERZ773086.11534-NODE-11534-length-3066-cov-6.844238	3066	phage	0.035	0.913	False	False	0.404	0.000	bacteria	0	1	0	0	-1.210	0.000	4.637	0.000	-4.613	0.000	-3.070	0.000	1V	DTR	44.000
ERZ773086.11533-NODE-11533-length-3067-cov-2.341965	3067	phage	0.148	0.671	False	False	0.399	0.000	bacteria	0	1	0	0	0.152	0.000	4.039	0.000	-4.227	0.000	-4.324	0.000	1V		
ERZ773086.11539-NODE-11539-length-3064-cov-8.718843	3064	phage	0.780	0.500	False	False	0.558	0.000	bacteria	0	1	0	0	1.943	0.000	3.174	0.000	-3.986	0.000	-5.332	0.000	1V		
ERZ773086.11586-NODE-11586-length-3054-cov-1.850283	3054	phage	0.340	0.404	False	False	0.351	0.000	bacteria	0	1	0	0	0.427	0.000	3.229	0.000	-4.867	0.000	-2.969	0.000	1V		
ERZ773086.11658-NODE-11658-length-3039-cov-3.316019	3039	phage	0.211	0.832	False	False	0.277	0.000	bacteria	0	1	0	0	1.489	0.000	4.859	0.000	-8.031	0.000	-5.184	0.000	1V		
ERZ773086.11661-NODE-11661-length-3038-cov-26.225277	3038	phage	0.467	0.772	False	False	0.361	0.000	bacteria	0	1	0	0	1.369	0.000	3.586	0.000	-5.953	0.000	-4.750	0.000	1V		
ERZ773086.11727-NODE-11727-length-3024-cov-2.280229	3024	phage	0.457	0.562	False	False	0.502	0.000	bacteria	0	1	0	0	1.301	0.000	3.572	0.000	-3.721	0.000	-5.066	0.000	1V		
ERZ773086.11753-NODE-11753-length-3019-cov-1.790148	3019	phage	0.875	0.504	False	False	0.510	0.000	bacteria	0	1	0	0	2.133	0.000	3.047	0.000	-7.480	0.000	-3.379	0.000	1V		
ERZ773086.11806-NODE-11806-length-3006-cov-10.434768	3006	phage	0.054	0.912	False	False	0.652	0.000	bacteria	0	1	0	0	-0.108	0.000	4.988	0.000	-5.656	0.000	-5.211	0.000	1V		
ERZ773086.11822-NODE-11822-length-3003-cov-2.218114	3003	phage	0.494	0.684	False	False	0.591	0.000	bacteria	0	1	0	0	2.867	0.000	4.980	0.000	-6.703	0.000	-5.320	0.000	1V		
ERZ773086.11835-NODE-11835-length-3000-cov-1.814261	3000	phage	0.011	0.969	False	False	0.400	0.000	bacteria	0	1	0	0	-1.360	0.000	5.832	0.000	-6.562	0.000	-2.996	0.000	1V		
ERZ773086.11832-NODE-11832-length-3000-cov-5.328693	3000	phage	0.419	0.915	False	False	0.719	0.000	bacteria	0	1	0	0	1.812	0.000	4.199	0.000	-7.012	0.000	-4.762	0.000	1V		
ERZ773086.11909-NODE-11909-length-2984-cov-2.556845	2984	phage	0.308	0.412	False	False	0.487	0.000	bacteria	0	1	0	0	1.746	0.000	4.594	0.000	-6.859	0.000	-4.438	0.000	1V		
ERZ773086.11911-NODE-11911-length-2984-cov-2.124274	2984	phage	0.656	0.543	False	False	0.270	0.000	bacteria	0	1	0	0	1.693	0.000	3.305	0.000	-4.910	0.000	-4.551	0.000	1V		
ERZ773086.11953-NODE-11953-length-2974-cov-3.781775	2974	phage	0.512	0.414	False	False	0.495	0.000	bacteria	0	1	0	0	0.966	0.000	3.088	0.000	-3.979	0.000	-3.541	0.000	1V		
ERZ773086.11960-NODE-11960-length-2973-cov-2.804661	2973	phage	0.604	0.287	False	False	0.361	0.000	bacteria	0	1	0	0	1.466	0.000	3.244	0.000	-6.750	0.000	-3.922	0.000	1V		
ERZ773086.11963-NODE-11963-length-2973-cov-1.885195	2973	phage	0.178	0.775	False	False	0.372	0.000	bacteria	0	1	0	0	-0.304	0.000	3.449	0.000	-4.695	0.000	-2.996	0.000	1V		
ERZ773086.11964-NODE-11964-length-2972-cov-154.703120	2972	phage	0.661	0.654	False	False	0.675	0.000	bacteria	0	1	0	0	1.459	0.000	3.059	0.000	-5.336	0.000	-4.457	0.000	1V		
ERZ773086.11977-NODE-11977-length-2970-cov-3.552316	2970	phage	0.615	0.556	False	False	0.298	0.000	bacteria	0	1	0	0	1.301	0.000	3.113	0.000	-6.504	0.000	-2.494	0.000	1V	DTR	13.000
ERZ773086.11985-NODE-11985-length-2968-cov-7.190869	2968	phage	0.088	0.776	False	False	0.458	0.000	bacteria	0	1	0	0	-0.695	0.000	3.961	0.000	-5.137	0.000	-3.188	0.000	1V		
ERZ773086.12032-NODE-12032-length-2959-cov-2.415634	2959	phage	0.590	0.853	False	False	0.622	0.000	bacteria	0	1	0	0	2.377	0.000	4.176	0.000	-6.801	0.000	-5.707	0.000	1V		
ERZ773086.12044-NODE-12044-length-2957-cov-5.221916	2957	phage	0.368	0.286	False	False	0.503	0.000	bacteria	0	1	0	0	0.441	0.000	3.178	0.000	-2.629	0.000	-3.803	0.000	1V		
ERZ773086.12122-NODE-12122-length-2941-cov-2.708247	2941	phage	0.088	0.842	False	False	0.376	0.000	bacteria	0	1	0	0	-0.614	0.000	4.051	0.000	-4.609	0.000	-3.123	0.000	1V		
ERZ773086.12128-NODE-12128-length-2939-cov-33.800277	2939	phage	0.142	0.897	False	False	0.403	0.000	bacteria	0	1	0	0	-0.520	0.000	3.633	0.000	-5.953	0.000	-2.324	0.000	1V		
ERZ773086.12133-NODE-12133-length-2938-cov-18.900798	2938	phage	0.786	0.313	False	False	0.391	0.000	bacteria	0	1	0	0	2.260	0.000	3.453	0.000	-6.957	0.000	-4.699	0.000	1V		
ERZ773086.12163-NODE-12163-length-2933-cov-1.817234	2933	phage	0.543	0.794	False	False	0.338	0.000	bacteria	0	1	0	0	1.175	0.000	3.158	0.000	-6.125	0.000	-3.732	0.000	1V		
ERZ773086.12170-NODE-12170-length-2931-cov-2.144645	2931	phage	0.050	0.866	False	False	0.303	0.000	bacteria	0	1	0	0	-0.250	0.000	4.988	0.000	-6.801	0.000	-3.658	0.000	1V		
ERZ773086.12172-NODE-12172-length-2931-cov-1.779555	2931	phage	0.051	0.807	False	False	0.557	0.000	bacteria	0	1	0	0	-0.026	0.000	5.176	0.000	-6.305	0.000	-3.615	0.000	1V		
ERZ773086.12195-NODE-12195-length-2926-cov-2.542320	2926	phage	0.077	0.682	False	False	0.476	0.000	bacteria	0	1	0	0	0.642	0.000	5.363	0.000	-10.531	0.000	-2.631	0.000	1V		
ERZ773086.12204-NODE-12204-length-2924-cov-2.605089	2924	phage	0.451	0.589	False	False	0.371	0.000	bacteria	0	1	0	0	0.830	0.000	3.180	0.000	-4.070	0.000	-3.146	0.000	1V		
ERZ773086.12205-NODE-12205-length-2924-cov-2.467410	2924	phage	0.013	0.979	False	False	0.358	0.000	bacteria	0	1	0	0	-1.228	0.000	5.660	0.000	-6.102	0.000	-3.729	0.000	1V		
ERZ773086.12218-NODE-12218-length-2920-cov-5.997906	2920	phage	0.005	0.996	False	False	0.419	0.000	bacteria	0	1	0	0	-2.182	0.000	6.180	0.000	-7.441	0.000	-2.979	0.000	1V		
ERZ773086.12223-NODE-12223-length-2919-cov-2.115573	2919	phage	0.011	0.952	False	False	0.447	0.000	bacteria	0	1	0	0	-0.983	0.000	6.055	0.000	-6.055	0.000	-4.469	0.000	1V		
ERZ773086.12225-NODE-12225-length-2918-cov-44.152637	2918	phage	0.155	0.734	False	False	0.566	0.000	bacteria	0	1	0	0	0.707	0.000	4.520	0.000	-5.637	0.000	-3.691	0.000	1V		
ERZ773086.12242-NODE-12242-length-2915-cov-1.843706	2915	phage	0.084	0.759	False	False	0.546	0.000	bacteria	0	1	0	0	-0.685	0.000	4.000	0.000	-4.660	0.000	-3.553	0.000	1V		
ERZ773086.12298-NODE-12298-length-2904-cov-2.177255	2904	phage	0.404	0.516	False	False	0.508	0.000	bacteria	0	1	0	0	1.389	0.000	3.836	0.000	-4.984	0.000	-5.066	0.000	1V		
ERZ773086.12301-NODE-12301-length-2903-cov-29.248244	2903	phage	0.069	0.955	False	False	0.665	0.000	bacteria	0	1	0	0	0.640	0.000	5.438	0.000	-6.797	0.000	-5.180	0.000	1V		
ERZ773086.12383-NODE-12383-length-2887-cov-2.278602	2887	phage	0.022	0.980	False	False	0.299	0.000	bacteria	0	1	0	0	-0.393	0.000	5.824	0.000	-7.648	0.000	-3.832	0.000	1V		
ERZ773086.12402-NODE-12402-length-2883-cov-11.553041	2883	phage	0.746	0.794	False	False	0.432	0.000	bacteria	0	1	0	0	2.096	0.000	3.422	0.000	-5.531	0.000	-4.547	0.000	1V		
ERZ773086.12436-NODE-12436-length-2876-cov-4.389224	2876	phage	0.407	0.681	False	False	0.319	0.000	bacteria	0	1	0	0	0.694	0.000	3.186	0.000	-5.297	0.000	-3.262	0.000	1V		
ERZ773086.12442-NODE-12442-length-2875-cov-2.346454	2875	phage	0.126	0.852	False	False	0.326	0.000	bacteria	0	1	0	0	0.052	0.000	4.270	0.000	-6.336	0.000	-2.221	0.000	1V		
ERZ773086.12444-NODE-12444-length-2874-cov-6.684285	2874	phage	0.125	0.762	False	False	0.351	0.000	bacteria	0	1	0	0	0.591	0.000	4.688	0.000	-6.238	0.000	-3.408	0.000	1V		
ERZ773086.12468-NODE-12468-length-2870-cov-2.317940	2870	phage	0.043	0.970	False	False	0.584	0.000	bacteria	0	1	0	0	1.284	0.000	6.660	0.000	-7.820	0.000	-5.137	0.000	1V		
ERZ773086.12497-NODE-12497-length-2864-cov-1.664293	2864	phage	0.657	0.713	False	False	0.605	0.000	bacteria	0	1	0	0	2.637	0.000	4.234	0.000	-5.062	0.000	-4.547	0.000	1V		
ERZ773086.12501-NODE-12501-length-2863-cov-1.877849	2863	phage	0.027	0.929	False	False	0.692	0.000	bacteria	0	1	0	0	-0.120	0.000	5.840	0.000	-7.320	0.000	-4.156	0.000	1V		
ERZ773086.12512-NODE-12512-length-2859-cov-2.182240	2859	phage	0.017	0.989	False	False	0.600	0.000	bacteria	0	1	0	0	0.443	0.000	6.887	0.000	-8.062	0.000	-4.930	0.000	1V		
ERZ773086.12541-NODE-12541-length-2853-cov-1.787348	2853	phage	0.922	0.615	False	False	0.348	0.000	bacteria	0	1	0	0	2.578	0.000	3.271	0.000	-6.531	0.000	-4.695	0.000	1V		
ERZ773086.12572-NODE-12572-length-2847-cov-2.349212	2847	phage	0.383	0.668	False	False	0.365	0.000	bacteria	0	1	0	0	0.486	0.000	3.102	0.000	-4.492	0.000	-3.178	0.000	1V		
ERZ773086.12577-NODE-12577-length-2846-cov-4.227875	2846	phage	0.224	0.859	False	False	0.362	0.000	bacteria	0	1	0	0	1.074	0.000	4.375	0.000	-5.473	0.000	-4.852	0.000	1V		
ERZ773086.12580-NODE-12580-length-2846-cov-2.767467	2846	phage	0.219	0.446	False	False	0.330	0.000	archaea	0	1	0	0	-0.974	0.000	3.504	0.000	-6.602	0.000	-0.477	0.000	1V		
ERZ773086.12591-NODE-12591-length-2844-cov-14.867695	2844	phage	0.813	0.415	False	False	0.467	0.000	bacteria	0	1	0	0	2.090	0.000	3.248	0.000	-7.203	0.000	-2.670	0.000	1V		
ERZ773086.12596-NODE-12596-length-2844-cov-2.022589	2844	phage	0.526	0.461	False	False	0.522	0.000	bacteria	0	1	0	0	0.894	0.000	3.049	0.000	-4.441	0.000	-2.268	0.000	1V		
ERZ773086.12605-NODE-12605-length-2842-cov-2.102619	2842	phage	0.175	0.622	False	False	0.580	0.000	bacteria	0	1	0	0	-0.559	0.000	3.326	0.000	-2.736	0.000	-3.740	0.000	1V		
ERZ773086.12622-NODE-12622-length-2839-cov-1.731322	2839	phage	0.282	0.662	False	False	0.388	0.000	bacteria	0	1	0	0	-0.029	0.000	3.301	0.000	-5.477	0.000	-1.532	0.000	1V		
ERZ773086.12636-NODE-12636-length-2836-cov-2.078749	2836	phage	0.014	0.892	False	False	0.482	0.000	bacteria	0	1	0	0	-1.266	0.000	5.746	0.000	-4.582	0.000	-2.801	0.000	1V		
ERZ773086.12710-NODE-12710-length-2822-cov-39.455367	2822	phage	0.323	0.662	False	False	0.390	0.000	bacteria	0	1	0	0	1.242	0.000	4.027	0.000	-5.340	0.000	-4.727	0.000	1V		
ERZ773086.12737-NODE-12737-length-2816-cov-1.994567	2816	phage	0.393	0.790	False	False	0.338	0.000	bacteria	0	1	0	0	0.895	0.000	3.436	0.000	-6.016	0.000	-3.059	0.000	1V		
ERZ773086.12749-NODE-12749-length-2813-cov-1.899565	2813	phage	0.014	0.955	False	False	0.549	0.000	bacteria	0	1	0	0	-0.483	0.000	6.285	0.000	-8.047	0.000	-3.328	0.000	1V		
ERZ773086.12759-NODE-12759-length-2810-cov-1.948094	2810	phage	0.064	0.599	False	False	0.447	0.000	bacteria	0	1	0	0	-1.218	0.000	4.137	0.000	-2.311	0.000	-3.832	0.000	1V		
ERZ773086.12766-NODE-12766-length-2809-cov-2.682280	2809	phage	0.029	0.848	False	False	0.393	0.000	bacteria	0	1	0	0	-1.323	0.000	4.719	0.000	-4.590	0.000	-3.537	0.000	1V		
ERZ773086.12769-NODE-12769-length-2808-cov-4.423175	2808	phage	0.390	0.893	False	False	0.344	0.000	bacteria	0	1	0	0	1.123	0.000	3.627	0.000	-7.469	0.000	-4.688	0.000	1V		
ERZ773086.12775-NODE-12775-length-2808-cov-1.948783	2808	phage	0.160	0.825	False	False	0.588	0.000	bacteria	0	1	0	0	-0.191	0.000	3.672	0.000	-4.836	0.000	-3.121	0.000	1V		
ERZ773086.12776-NODE-12776-length-2807-cov-26.238009	2807	phage	0.849	0.905	False	False	0.402	0.000	bacteria	0	1	0	0	2.426	0.000	3.398	0.000	-8.859	0.000	-5.270	0.000	1V		
ERZ773086.12782-NODE-12782-length-2807-cov-2.096657	2807	phage	0.994	0.841	False	False	0.644	0.000	bacteria	0	1	0	0	3.998	0.000	4.195	0.000	-8.500	0.000	-5.312	0.000	1V		
ERZ773086.12791-NODE-12791-length-2805-cov-2.535636	2805	phage	0.355	0.394	False	False	0.623	0.000	bacteria	0	1	0	0	1.416	0.000	4.062	0.000	-6.789	0.000	-4.188	0.000	1V		
ERZ773086.12799-NODE-12799-length-2804-cov-1.392870	2804	phage	0.949	0.437	False	False	0.637	0.000	bacteria	0	1	0	0	3.311	0.000	3.857	0.000	-6.605	0.000	-5.945	0.000	1V		
ERZ773086.12813-NODE-12813-length-2802-cov-5.551511	2802	phage	0.861	0.742	False	False	0.468	0.000	bacteria	0	1	0	0	2.461	0.000	3.391	0.000	-7.000	0.000	-5.730	0.000	1V		
ERZ773086.12816-NODE-12816-length-2802-cov-1.763742	2802	phage	0.115	0.912	False	False	0.724	0.000	bacteria	0	1	0	0	0.901	0.000	5.066	0.000	-7.086	0.000	-4.598	0.000	1V		
ERZ773086.12895-NODE-12895-length-2787-cov-1.743411	2787	phage	0.068	0.810	False	False	0.417	0.000	bacteria	0	1	0	0	-1.196	0.000	3.959	0.000	-4.332	0.000	-2.758	0.000	1V		
ERZ773086.12946-NODE-12946-length-2778-cov-2.124128	2778	phage	0.365	0.447	False	False	0.388	0.000	bacteria	0	1	0	0	0.955	0.000	3.574	0.000	-5.738	0.000	-4.078	0.000	1V		
ERZ773086.12969-NODE-12969-length-2774-cov-6.856197	2774	phage	0.202	0.693	False	False	0.271	0.000	bacteria	0	1	0	0	0.105	0.000	3.654	0.000	-4.539	0.000	-2.920	0.000	1V		
ERZ773086.12974-NODE-12974-length-2773-cov-1.970567	2773	phage	0.030	0.982	False	False	0.399	0.000	bacteria	0	1	0	0	-0.702	0.000	5.227	0.000	-5.984	0.000	-3.094	0.000	1V		
ERZ773086.12999-NODE-12999-length-2769-cov-2.413780	2769	phage	0.957	0.625	False	False	0.409	0.000	bacteria	0	1	0	0	2.516	0.000	3.084	0.000	-7.953	0.000	-3.168	0.000	1V		
ERZ773086.13030-NODE-13030-length-2762-cov-3.291836	2762	phage	0.141	0.719	False	False	0.421	0.000	bacteria	0	1	0	0	-0.545	0.000	3.635	0.000	-3.680	0.000	-2.592	0.000	1V		
ERZ773086.13033-NODE-13033-length-2761-cov-34.333333	2761	phage	0.699	0.680	False	False	0.442	0.000	bacteria	0	1	0	0	1.901	0.000	3.369	0.000	-5.082	0.000	-5.910	0.000	1V	ITR	13.000
ERZ773086.13044-NODE-13044-length-2759-cov-8.392751	2759	phage	0.170	0.756	False	False	0.441	0.000	bacteria	0	1	0	0	-0.121	0.000	3.699	0.000	-4.121	0.000	-2.824	0.000	1V		
ERZ773086.13045-NODE-13045-length-2759-cov-6.970044	2759	phage	0.043	0.859	False	False	0.437	0.000	archaea	0	1	0	0	-2.203	0.000	4.156	0.000	-4.379	0.000	-1.995	0.000	1V		
