contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.15663-NODE-15663-length-2350-cov-4.327669	2350	non-phage	0.798	0.755	False	True	0.283	0.000		1	0	0	0	2.412	0.000	-0.173	0.000	-4.773	0.000	0.256	0.000	1n		
ERZ773086.15661-NODE-15661-length-2350-cov-13.793464	2350	phage	1.009	0.524	False	False	0.359	0.000	bacteria	0	1	0	0	1.742	0.000	2.090	0.000	-5.082	0.000	-3.264	0.000	1V		
ERZ773086.15664-NODE-15664-length-2350-cov-4.035730	2350	non-phage	0.020	0.979	False	True	0.349	0.000		1	0	0	0	5.582	0.000	-0.930	0.000	-5.680	0.000	-2.695	0.000	1n		
ERZ773086.15665-NODE-15665-length-2350-cov-1.985621	2350	phage	1.020	0.511	False	False	0.325	0.000	bacteria	0	1	0	0	2.072	0.000	2.303	0.000	-7.035	0.000	-2.842	0.000	1V		
ERZ773086.15666-NODE-15666-length-2350-cov-1.847930	2350	non-phage	0.049	0.984	False	True	0.382	0.000		1	0	0	0	4.820	0.000	-1.012	0.000	-5.871	0.000	-1.424	0.000	1n		
ERZ773086.15667-NODE-15667-length-2350-cov-1.748584	2350	non-phage	0.013	0.887	False	True	0.368	0.000		1	0	0	0	5.098	0.000	-3.180	0.000	-8.164	0.000	-1.997	0.000	1n		
ERZ773086.15670-NODE-15670-length-2349-cov-3.239320	2349	phage	0.065	0.944	False	False	0.281	0.000	bacteria	0	1	0	0	0.236	0.000	5.121	0.000	-7.008	0.000	-4.156	0.000	1V		
ERZ773086.15668-NODE-15668-length-2350-cov-1.570370	2350	non-phage	0.138	0.975	False	False	0.725	0.000		1	0	0	0	4.469	0.000	0.509	0.000	-6.070	0.000	-3.619	0.000	1n		
ERZ773086.15671-NODE-15671-length-2349-cov-2.672624	2349	non-phage	0.037	0.991	False	True	0.384	0.000		1	0	0	0	5.574	0.000	-0.064	0.000	-5.316	0.000	-2.914	0.000	1n		
ERZ773086.15669-NODE-15669-length-2349-cov-7.706190	2349	non-phage	0.106	0.977	False	True	0.649	0.000		1	0	0	0	4.168	0.000	-0.613	0.000	-5.602	0.000	-1.404	0.000	1n		
ERZ773086.15672-NODE-15672-length-2349-cov-2.571927	2349	non-phage	0.054	0.977	False	False	0.648	0.000		1	0	0	0	5.332	0.000	0.144	0.000	-4.199	0.000	-2.846	0.000	1n		
ERZ773086.15673-NODE-15673-length-2349-cov-2.493461	2349	non-phage	0.002	0.963	False	True	0.689	0.000		1	0	0	0	6.730	0.000	-2.516	0.000	-8.234	0.000	-4.641	0.000	1n	ITR	13.000
ERZ773086.15674-NODE-15674-length-2349-cov-2.164778	2349	non-phage	0.001	0.990	False	True	0.721	0.000		1	0	0	0	6.758	0.000	-3.965	0.000	-8.227	0.000	-3.219	0.000	1n		
ERZ773086.15675-NODE-15675-length-2349-cov-1.866609	2349	non-phage	0.027	0.958	False	True	0.376	0.000		1	0	0	0	4.934	0.000	-1.452	0.000	-6.754	0.000	-2.234	0.000	1n		
ERZ773086.15676-NODE-15676-length-2348-cov-4.666376	2348	non-phage	0.052	0.992	False	False	0.379	0.000		1	0	0	0	5.406	0.000	0.248	0.000	-8.000	0.000	-3.748	0.000	1n		
ERZ773086.15678-NODE-15678-length-2348-cov-1.805931	2348	non-phage	0.075	0.978	False	False	0.594	0.000		1	0	0	0	6.430	0.000	1.742	0.000	-7.309	0.000	-4.414	0.000	1n		
ERZ773086.15677-NODE-15677-length-2348-cov-2.767117	2348	phage	0.994	0.512	False	False	0.259	0.000	bacteria	0	1	0	0	1.231	0.000	2.072	0.000	-3.777	0.000	-1.850	0.000	1V		
ERZ773086.15679-NODE-15679-length-2347-cov-85.023997	2347	non-phage	0.064	0.979	False	True	0.708	0.000		1	0	0	0	4.922	0.000	-0.036	0.000	-6.527	0.000	-3.188	0.000	1n		
ERZ773086.15681-NODE-15681-length-2347-cov-25.667976	2347	non-phage	0.932	0.355	False	False	0.437	0.000		0	0	1	0	0.956	0.000	-1.203	0.000	2.205	0.000	-3.934	0.000	1n		
ERZ773086.15682-NODE-15682-length-2347-cov-3.332461	2347	non-phage	0.912	0.744	False	False	0.401	0.000		1	0	0	0	2.129	0.000	1.166	0.000	-4.172	0.000	-2.641	0.000	1n		
ERZ773086.15680-NODE-15680-length-2347-cov-44.850349	2347	non-phage	0.075	0.979	False	False	0.422	0.000		1	0	0	0	5.289	0.000	0.590	0.000	-6.008	0.000	-4.465	0.000	1n		
ERZ773086.15683-NODE-15683-length-2347-cov-1.955934	2347	phage	1.028	0.828	False	False	0.364	0.000	bacteria	0	1	0	0	2.166	0.000	2.252	0.000	-7.434	0.000	-2.768	0.000	1V		
ERZ773086.15684-NODE-15684-length-2346-cov-2.661283	2346	phage	1.115	0.594	False	False	0.346	0.000	bacteria	0	1	0	0	1.818	0.000	1.924	0.000	-3.467	0.000	-1.636	0.000	1V		
ERZ773086.15685-NODE-15685-length-2346-cov-2.536010	2346	non-phage	0.138	0.818	False	True	0.451	0.000		1	0	0	0	4.016	0.000	-0.328	0.000	-1.930	0.000	-2.691	0.000	1n		
ERZ773086.15686-NODE-15686-length-2346-cov-2.453514	2346	non-phage	0.871	0.735	False	False	0.566	0.000		1	0	0	0	2.588	0.000	1.515	0.000	-5.648	0.000	-2.182	0.000	1n		
ERZ773086.15687-NODE-15687-length-2346-cov-2.134876	2346	non-phage	0.193	0.969	False	False	0.425	0.000		1	0	0	0	4.324	0.000	0.747	0.000	-4.555	0.000	-2.559	0.000	1n		
ERZ773086.15688-NODE-15688-length-2345-cov-38.930568	2345	non-phage	0.036	0.984	False	False	0.504	0.000		1	0	0	0	5.949	0.000	0.329	0.000	-5.359	0.000	-3.105	0.000	1n		
ERZ773086.15689-NODE-15689-length-2345-cov-37.856769	2345	non-phage	0.038	0.996	False	True	0.329	0.000		1	0	0	0	5.234	0.000	-0.458	0.000	-6.578	0.000	-2.506	0.000	1n		
ERZ773086.15690-NODE-15690-length-2345-cov-19.271179	2345	non-phage	0.167	0.734	False	True	0.474	0.000		1	0	0	0	4.363	0.000	-0.079	0.000	-0.554	0.000	-2.260	0.000	1n		
ERZ773086.15693-NODE-15693-length-2345-cov-4.390393	2345	non-phage	0.150	0.867	False	True	0.345	0.000		1	0	0	0	3.963	0.000	-2.781	0.000	-7.453	0.000	0.030	0.000	1n		
ERZ773086.15694-NODE-15694-length-2345-cov-2.447162	2345	non-phage	0.466	0.939	False	True	0.322	0.000		1	0	0	0	3.260	0.000	-1.908	0.000	-6.742	0.000	0.890	0.000	1n	DTR	14.000
ERZ773086.15692-NODE-15692-length-2345-cov-9.437118	2345	non-phage	0.458	0.854	False	False	0.401	0.000		1	0	0	0	3.428	0.000	1.094	0.000	-6.590	0.000	-2.354	0.000	1n		
ERZ773086.15695-NODE-15695-length-2345-cov-1.979913	2345	non-phage	0.069	0.972	False	False	0.621	0.000		1	0	0	0	6.793	0.000	2.002	0.000	-8.078	0.000	-4.820	0.000	1n		
ERZ773086.15696-NODE-15696-length-2345-cov-1.979039	2345	non-phage	1.075	0.151	False	False	0.532	0.000		0	0	1	0	-0.519	0.000	-0.447	0.000	1.535	0.000	-2.111	0.000	1n		
ERZ773086.15691-NODE-15691-length-2345-cov-12.462445	2345	phage	0.473	0.815	False	False	0.477	0.000	bacteria	0	1	0	0	1.601	0.000	3.799	0.000	-7.004	0.000	-4.113	0.000	1V		
ERZ773086.15697-NODE-15697-length-2345-cov-1.920961	2345	non-phage	0.734	0.739	False	True	0.387	0.000		1	0	0	0	2.711	0.000	-0.192	0.000	-6.438	0.000	0.561	0.000	1n		
ERZ773086.15698-NODE-15698-length-2345-cov-1.885590	2345	non-phage	0.073	0.907	False	True	0.349	0.000		1	0	0	0	4.461	0.000	-2.080	0.000	-5.625	0.000	-0.564	0.000	1n		
ERZ773086.15699-NODE-15699-length-2345-cov-1.840175	2345	non-phage	0.065	0.994	False	False	0.625	0.000		1	0	0	0	6.188	0.000	1.300	0.000	-5.867	0.000	-3.426	0.000	1n		
ERZ773086.15700-NODE-15700-length-2345-cov-1.483406	2345	non-phage	1.064	0.237	False	False	0.548	0.000		1	0	0	0	2.125	0.000	1.218	0.000	-1.030	0.000	-3.057	0.000	1n		
ERZ773086.15702-NODE-15702-length-2344-cov-36.836173	2344	non-phage	0.047	0.951	False	False	0.441	0.000		1	0	0	0	5.703	0.000	0.359	0.000	-5.039	0.000	-2.725	0.000	1n		
ERZ773086.15703-NODE-15703-length-2344-cov-36.275229	2344	non-phage	0.043	0.931	False	False	0.442	0.000		1	0	0	0	5.543	0.000	0.026	0.000	-4.496	0.000	-2.477	0.000	1n		
ERZ773086.15704-NODE-15704-length-2344-cov-7.538226	2344	non-phage	0.778	0.543	False	True	0.548	0.000		1	0	0	0	2.188	0.000	-1.114	0.000	0.363	0.000	-4.012	0.000	1n		
ERZ773086.15705-NODE-15705-length-2344-cov-3.411533	2344	phage	1.067	0.362	False	False	0.626	0.000	bacteria	0	1	0	0	1.390	0.000	1.643	0.000	-3.033	0.000	-3.172	0.000	1V		
ERZ773086.15706-NODE-15706-length-2344-cov-3.008301	2344	phage	0.070	0.843	False	False	0.460	0.000	bacteria	0	1	0	0	1.071	0.000	5.836	0.000	-7.434	0.000	-5.910	0.000	1V		
ERZ773086.15707-NODE-15707-length-2344-cov-2.880734	2344	non-phage	0.113	0.990	False	False	0.413	0.000		1	0	0	0	5.238	0.000	1.028	0.000	-5.836	0.000	-3.332	0.000	1n		
ERZ773086.15701-NODE-15701-length-2344-cov-58.556138	2344	non-phage	0.159	0.803	False	True	0.621	0.000		1	0	0	0	3.771	0.000	-0.062	0.000	-3.650	0.000	-4.305	0.000	1n		
ERZ773086.15708-NODE-15708-length-2344-cov-2.302752	2344	non-phage	0.179	0.901	False	False	0.419	0.000		1	0	0	0	3.879	0.000	0.139	0.000	-3.639	0.000	-2.760	0.000	1n		
ERZ773086.15710-NODE-15710-length-2344-cov-1.549148	2344	non-phage	0.210	0.911	False	False	0.366	0.000		1	0	0	0	4.812	0.000	1.433	0.000	-6.148	0.000	-5.246	0.000	1n		
ERZ773086.15709-NODE-15709-length-2344-cov-1.813893	2344	phage	0.142	0.735	False	False	0.495	0.000	bacteria	0	1	0	0	1.089	0.000	5.000	0.000	-6.344	0.000	-3.918	0.000	1V		
ERZ773086.15711-NODE-15711-length-2344-cov-1.536916	2344	non-phage	0.172	0.794	False	False	0.377	0.000		1	0	0	0	4.848	0.000	1.196	0.000	-5.992	0.000	-4.750	0.000	1n		
ERZ773086.15712-NODE-15712-length-2344-cov-1.150721	2344	phage	0.266	0.887	False	False	0.570	0.000	bacteria	0	1	0	0	0.760	0.000	3.834	0.000	-5.703	0.000	-4.262	0.000	1V		
ERZ773086.15713-NODE-15713-length-2343-cov-27.190997	2343	non-phage	0.355	0.615	False	True	0.429	0.000		1	0	0	0	3.047	0.000	-1.017	0.000	-2.354	0.000	-0.395	0.000	1n		
ERZ773086.15714-NODE-15714-length-2343-cov-14.796329	2343	non-phage	0.267	0.949	False	False	0.455	0.000		1	0	0	0	4.281	0.000	1.217	0.000	-5.340	0.000	-4.082	0.000	1n		
ERZ773086.15715-NODE-15715-length-2343-cov-7.398601	2343	non-phage	0.010	0.970	False	True	0.735	0.000		1	0	0	0	5.586	0.000	-1.731	0.000	-5.945	0.000	-3.467	0.000	1n		
ERZ773086.15716-NODE-15716-length-2343-cov-3.456294	2343	non-phage	0.023	0.956	False	False	0.542	0.000		1	0	0	0	6.988	0.000	0.858	0.000	-7.746	0.000	-3.633	0.000	1n		
ERZ773086.15717-NODE-15717-length-2343-cov-3.437500	2343	non-phage	0.075	0.992	False	False	0.655	0.000		1	0	0	0	5.941	0.000	1.245	0.000	-6.102	0.000	-4.020	0.000	1n		
ERZ773086.15719-NODE-15719-length-2342-cov-56.999125	2342	phage	1.175	0.633	False	False	0.529	0.000	bacteria	0	1	0	0	1.423	0.000	1.577	0.000	-4.406	0.000	-1.267	0.000	1V		
ERZ773086.15721-NODE-15721-length-2342-cov-15.517272	2342	non-phage	0.068	0.992	False	True	0.332	0.000		1	0	0	0	4.680	0.000	-0.374	0.000	-7.180	0.000	-2.154	0.000	1n		
ERZ773086.15720-NODE-15720-length-2342-cov-25.154351	2342	non-phage	1.046	0.430	False	False	0.449	0.000		0	0	1	0	1.871	0.000	-2.172	0.000	2.297	0.000	-3.055	0.000	1n		
ERZ773086.15718-NODE-15718-length-2342-cov-109.302580	2342	non-phage	0.002	0.994	False	True	0.754	0.000		1	0	0	0	7.000	0.000	-2.125	0.000	-8.695	0.000	-3.854	0.000	1n		
ERZ773086.15722-NODE-15722-length-2342-cov-13.128115	2342	non-phage	1.087	0.433	False	False	0.317	0.000		0	0	0	1	0.901	0.000	-0.757	0.000	-3.533	0.000	1.949	0.000	1n	ITR	15.000
ERZ773086.15723-NODE-15723-length-2342-cov-5.914298	2342	non-phage	0.377	0.415	False	True	0.438	0.000		1	0	0	0	3.484	0.000	-0.657	0.000	0.269	0.000	-2.137	0.000	1n		
ERZ773086.15724-NODE-15724-length-2342-cov-4.605160	2342	non-phage	0.169	0.875	False	False	0.614	0.000		1	0	0	0	3.846	0.000	0.027	0.000	-4.508	0.000	-2.654	0.000	1n		
ERZ773086.15725-NODE-15725-length-2342-cov-2.418015	2342	non-phage	0.484	0.747	False	False	0.348	0.000		1	0	0	0	4.293	0.000	2.143	0.000	-5.910	0.000	-4.980	0.000	1n		
ERZ773086.15726-NODE-15726-length-2342-cov-2.317446	2342	non-phage	0.085	0.992	False	False	0.423	0.000		1	0	0	0	5.152	0.000	0.545	0.000	-6.047	0.000	-2.783	0.000	1n		
ERZ773086.15728-NODE-15728-length-2342-cov-2.139921	2342	non-phage	0.736	0.459	False	False	0.444	0.000		1	0	0	0	2.590	0.000	0.380	0.000	-0.722	0.000	-1.746	0.000	1n		
ERZ773086.15729-NODE-15729-length-2342-cov-1.976388	2342	phage	0.923	0.640	False	False	0.568	0.000	bacteria	0	1	0	0	2.436	0.000	3.150	0.000	-5.039	0.000	-3.791	0.000	1V		
ERZ773086.15727-NODE-15727-length-2342-cov-2.166594	2342	non-phage	0.396	0.846	False	True	0.416	0.000		1	0	0	0	3.314	0.000	-1.633	0.000	-2.105	0.000	0.448	0.000	1n		
ERZ773086.15730-NODE-15730-length-2341-cov-9.627734	2341	non-phage	0.238	0.630	False	True	0.641	0.000		1	0	0	0	3.482	0.000	-0.409	0.000	-1.149	0.000	-2.680	0.000	1n		
ERZ773086.15731-NODE-15731-length-2341-cov-7.929571	2341	non-phage	0.318	0.896	False	False	0.324	0.000		1	0	0	0	3.381	0.000	0.455	0.000	-3.398	0.000	-3.053	0.000	1n		
ERZ773086.15732-NODE-15732-length-2341-cov-3.336395	2341	non-phage	0.061	0.958	False	True	0.408	0.000		1	0	0	0	4.859	0.000	-0.233	0.000	-5.312	0.000	-2.602	0.000	1n		
ERZ773086.15734-NODE-15734-length-2340-cov-135.999562	2340	non-phage	0.990	0.733	False	False	0.615	0.000		1	0	0	0	2.363	0.000	2.057	0.000	-5.824	0.000	-4.871	0.000	1n		
ERZ773086.15735-NODE-15735-length-2340-cov-72.564114	2340	non-phage	0.259	0.925	False	False	0.662	0.000		1	0	0	0	3.893	0.000	0.742	0.000	-6.148	0.000	-3.006	0.000	1n		
ERZ773086.15733-NODE-15733-length-2341-cov-2.535871	2341	non-phage	0.016	0.983	False	False	0.613	0.000		1	0	0	0	6.625	0.000	0.003	0.000	-6.047	0.000	-3.189	0.000	1n		
ERZ773086.15738-NODE-15738-length-2340-cov-3.281400	2340	non-phage	1.376	0.302	False	False	0.323	0.000		1	0	0	0	1.385	0.000	0.690	0.000	-0.883	0.000	-1.500	0.000	1n	DTR	13.000
ERZ773086.15737-NODE-15737-length-2340-cov-4.605689	2340	non-phage	1.071	0.392	False	False	0.366	0.000		1	0	0	0	1.782	0.000	1.569	0.000	-3.232	0.000	-2.686	0.000	1n		
ERZ773086.15736-NODE-15736-length-2340-cov-15.916849	2340	non-phage	0.120	0.948	False	False	0.665	0.000		1	0	0	0	4.336	0.000	0.172	0.000	-6.168	0.000	-3.389	0.000	1n		
ERZ773086.15740-NODE-15740-length-2340-cov-1.964989	2340	non-phage	0.277	0.908	False	False	0.537	0.000		1	0	0	0	4.215	0.000	1.188	0.000	-3.385	0.000	-5.344	0.000	1n		
ERZ773086.15739-NODE-15739-length-2340-cov-2.598687	2340	non-phage	0.053	0.995	False	True	0.674	0.000		1	0	0	0	5.098	0.000	-2.391	0.000	-6.867	0.000	-0.183	0.000	1n		
ERZ773086.15741-NODE-15741-length-2340-cov-1.845514	2340	non-phage	0.003	0.968	False	True	0.732	0.000		1	0	0	0	6.172	0.000	-2.691	0.000	-6.996	0.000	-3.740	0.000	1n		
ERZ773086.15742-NODE-15742-length-2339-cov-107.130035	2339	non-phage	0.038	0.980	False	False	0.710	0.000		1	0	0	0	5.531	0.000	0.008	0.000	-8.719	0.000	-4.344	0.000	1n		
ERZ773086.15745-NODE-15745-length-2339-cov-1.915937	2339	non-phage	0.116	0.394	False	False	0.387	0.000		1	0	0	0	4.559	0.000	0.075	0.000	-2.203	0.000	-2.018	0.000	1n		
ERZ773086.15746-NODE-15746-length-2338-cov-37.035042	2338	non-phage	0.275	0.914	False	False	0.435	0.000		1	0	0	0	3.684	0.000	0.569	0.000	-3.777	0.000	-2.889	0.000	1n		
ERZ773086.15743-NODE-15743-length-2339-cov-3.447023	2339	non-phage	0.008	0.994	False	True	0.713	0.000		1	0	0	0	6.027	0.000	-1.533	0.000	-7.559	0.000	-3.316	0.000	1n		
ERZ773086.15744-NODE-15744-length-2339-cov-2.698336	2339	non-phage	0.014	0.997	False	True	0.465	0.000		1	0	0	0	6.453	0.000	-0.355	0.000	-8.680	0.000	-2.801	0.000	1n		
ERZ773086.15747-NODE-15747-length-2338-cov-23.983793	2338	non-phage	0.063	0.958	False	True	0.657	0.000		1	0	0	0	4.621	0.000	-0.338	0.000	-6.855	0.000	-3.949	0.000	1n	ITR	13.000
ERZ773086.15749-NODE-15749-length-2338-cov-10.406045	2338	non-phage	0.061	0.943	False	True	0.667	0.000		1	0	0	0	4.426	0.000	-0.593	0.000	-6.535	0.000	-3.826	0.000	1n		
ERZ773086.15750-NODE-15750-length-2338-cov-8.130968	2338	non-phage	1.012	0.012	False	True	0.623	0.000		1	0	0	0	2.160	0.000	-2.172	0.000	-4.457	0.000	1.575	0.000	1n	DTR	32.000
ERZ773086.15748-NODE-15748-length-2338-cov-18.389400	2338	non-phage	1.243	0.593	False	True	0.627	0.000		1	0	0	0	1.645	0.000	-0.497	0.000	-4.953	0.000	1.003	0.000	1n		
ERZ773086.15752-NODE-15752-length-2338-cov-2.705212	2338	non-phage	0.674	0.826	False	False	0.586	0.000		1	0	0	0	3.342	0.000	1.722	0.000	-7.684	0.000	-2.271	0.000	1n		
ERZ773086.15751-NODE-15751-length-2338-cov-2.829172	2338	non-phage	0.736	0.542	False	False	0.379	0.000		1	0	0	0	3.109	0.000	1.721	0.000	-5.809	0.000	-3.334	0.000	1n		
ERZ773086.15753-NODE-15753-length-2338-cov-2.482698	2338	phage	0.204	0.397	False	False	0.450	0.000	bacteria	0	1	0	0	0.639	0.000	4.098	0.000	-5.660	0.000	-3.473	0.000	1V		
ERZ773086.15756-NODE-15756-length-2337-cov-48.811131	2337	phage	0.639	0.738	False	False	0.655	0.000	bacteria	0	1	0	0	1.229	0.000	2.928	0.000	-4.734	0.000	-3.582	0.000	1V	ITR	17.000
ERZ773086.15754-NODE-15754-length-2338-cov-2.349978	2338	phage	0.004	0.992	False	False	0.414	0.000	bacteria	0	1	0	0	-1.871	0.000	6.703	0.000	-7.461	0.000	-2.895	0.000	1V		
ERZ773086.15757-NODE-15757-length-2337-cov-25.513585	2337	non-phage	0.530	0.850	False	False	0.470	0.000		1	0	0	0	3.328	0.000	1.307	0.000	-5.895	0.000	-3.787	0.000	1n		
ERZ773086.15755-NODE-15755-length-2338-cov-2.139728	2338	phage	0.930	0.462	False	False	0.385	0.000	bacteria	0	1	0	0	1.948	0.000	2.680	0.000	-4.941	0.000	-3.326	0.000	1V		
ERZ773086.15758-NODE-15758-length-2337-cov-6.105609	2337	non-phage	0.012	0.989	False	True	0.370	0.000		1	0	0	0	5.758	0.000	-2.641	0.000	-6.016	0.000	-1.414	0.000	1n		
ERZ773086.15760-NODE-15760-length-2337-cov-2.805872	2337	non-phage	0.003	0.982	False	True	0.720	0.000		1	0	0	0	6.688	0.000	-1.813	0.000	-8.750	0.000	-4.738	0.000	1n		
ERZ773086.15759-NODE-15759-length-2337-cov-2.956617	2337	phage	0.092	0.838	False	False	0.310	0.000	bacteria	0	1	0	0	-0.759	0.000	3.986	0.000	-4.426	0.000	-2.416	0.000	1V		
ERZ773086.15761-NODE-15761-length-2337-cov-2.405346	2337	non-phage	0.005	0.985	False	False	0.673	0.000		1	0	0	0	7.969	0.000	0.172	0.000	-8.828	0.000	-3.861	0.000	1n		
ERZ773086.15762-NODE-15762-length-2337-cov-1.660386	2337	non-phage	0.023	0.923	False	True	0.403	0.000		1	0	0	0	4.953	0.000	-1.683	0.000	-8.328	0.000	-2.234	0.000	1n		
ERZ773086.15764-NODE-15764-length-2336-cov-3.971065	2336	non-phage	1.085	0.459	False	False	0.257	0.000		1	0	0	0	1.765	0.000	0.363	0.000	-3.309	0.000	-0.529	0.000	1n		
ERZ773086.15765-NODE-15765-length-2335-cov-70.137719	2335	non-phage	0.077	0.987	False	True	0.524	0.000		1	0	0	0	4.652	0.000	-0.207	0.000	-5.980	0.000	-2.250	0.000	1n		
ERZ773086.15763-NODE-15763-length-2336-cov-9.093819	2336	non-phage	0.190	0.968	False	False	0.323	0.000		1	0	0	0	4.578	0.000	1.050	0.000	-6.367	0.000	-3.807	0.000	1n		
ERZ773086.15767-NODE-15767-length-2335-cov-4.632018	2335	non-phage	1.175	0.726	False	False	0.292	0.000		1	0	0	0	1.776	0.000	1.412	0.000	-5.223	0.000	-0.957	0.000	1n		
ERZ773086.15768-NODE-15768-length-2335-cov-4.132895	2335	non-phage	0.692	0.648	False	False	0.392	0.000		1	0	0	0	2.742	0.000	0.983	0.000	-2.639	0.000	-2.059	0.000	1n		
ERZ773086.15766-NODE-15766-length-2335-cov-29.909211	2335	non-phage	0.031	0.987	False	True	0.431	0.000		1	0	0	0	5.598	0.000	-0.210	0.000	-6.473	0.000	-3.809	0.000	1n		
ERZ773086.15769-NODE-15769-length-2335-cov-3.603947	2335	non-phage	0.028	0.985	False	True	0.360	0.000		1	0	0	0	5.414	0.000	-0.612	0.000	-5.453	0.000	-2.838	0.000	1n		
ERZ773086.15771-NODE-15771-length-2335-cov-2.590351	2335	non-phage	0.361	0.932	False	False	0.257	0.000		1	0	0	0	4.254	0.000	1.641	0.000	-8.406	0.000	-4.477	0.000	1n		
ERZ773086.15770-NODE-15770-length-2335-cov-2.951754	2335	non-phage	0.205	0.969	False	False	0.395	0.000		1	0	0	0	4.199	0.000	0.696	0.000	-6.766	0.000	-2.357	0.000	1n		
ERZ773086.15773-NODE-15773-length-2334-cov-64.331286	2334	non-phage	0.470	0.916	False	False	0.647	0.000		1	0	0	0	2.992	0.000	0.562	0.000	-6.906	0.000	-1.742	0.000	1n		
ERZ773086.15772-NODE-15772-length-2335-cov-1.401754	2335	non-phage	0.061	0.983	False	False	0.400	0.000		1	0	0	0	5.094	0.000	0.054	0.000	-7.730	0.000	-2.869	0.000	1n		
ERZ773086.15774-NODE-15774-length-2334-cov-21.964897	2334	non-phage	0.131	0.959	False	False	0.393	0.000		1	0	0	0	4.719	0.000	0.625	0.000	-2.734	0.000	-3.516	0.000	1n		
ERZ773086.15775-NODE-15775-length-2334-cov-17.907416	2334	non-phage	0.044	0.980	False	True	0.437	0.000		1	0	0	0	5.340	0.000	-0.153	0.000	-4.535	0.000	-2.475	0.000	1n		
ERZ773086.15777-NODE-15777-length-2334-cov-2.298815	2334	non-phage	0.552	0.990	False	True	0.615	0.000		1	0	0	0	3.939	0.000	-3.834	0.000	-8.484	0.000	2.006	0.000	1n		
ERZ773086.15776-NODE-15776-length-2334-cov-2.516455	2334	phage	1.076	0.449	False	False	0.211	0.000	bacteria	0	1	0	0	1.789	0.000	1.850	0.000	-3.418	0.000	-2.432	0.000	1V	ITR	13.000
ERZ773086.15778-NODE-15778-length-2334-cov-2.275998	2334	non-phage	0.296	0.920	False	False	0.433	0.000		1	0	0	0	4.645	0.000	1.738	0.000	-5.020	0.000	-4.961	0.000	1n		
ERZ773086.15781-NODE-15781-length-2333-cov-30.235733	2333	phage	0.712	0.735	False	False	0.395	0.000	bacteria	0	1	0	0	1.242	0.000	2.713	0.000	-5.152	0.000	-3.787	0.000	1V		
ERZ773086.15782-NODE-15782-length-2333-cov-24.449517	2333	non-phage	0.169	0.983	False	True	0.404	0.000		1	0	0	0	3.826	0.000	-0.235	0.000	-5.875	0.000	-1.459	0.000	1n		
ERZ773086.15780-NODE-15780-length-2333-cov-136.142230	2333	non-phage	0.064	0.967	False	False	0.687	0.000		1	0	0	0	5.012	0.000	0.116	0.000	-6.969	0.000	-4.930	0.000	1n		
ERZ773086.15783-NODE-15783-length-2333-cov-11.177788	2333	phage	0.651	0.299	False	False	0.354	0.000	bacteria	0	1	0	0	1.364	0.000	3.066	0.000	-5.227	0.000	-2.535	0.000	1V		
ERZ773086.15779-NODE-15779-length-2334-cov-1.860904	2334	non-phage	0.179	0.944	False	False	0.367	0.000		1	0	0	0	4.188	0.000	0.000	0.000	-7.375	0.000	-0.611	0.000	1n		
ERZ773086.15784-NODE-15784-length-2333-cov-3.956102	2333	non-phage	0.830	0.802	False	False	0.313	0.000		1	0	0	0	2.783	0.000	1.547	0.000	-5.852	0.000	-1.841	0.000	1n		
ERZ773086.15785-NODE-15785-length-2333-cov-2.739245	2333	non-phage	0.916	0.724	False	False	0.626	0.000		1	0	0	0	2.523	0.000	1.729	0.000	-4.496	0.000	-3.660	0.000	1n		
ERZ773086.15787-NODE-15787-length-2333-cov-2.568481	2333	non-phage	0.029	0.997	False	True	0.400	0.000		1	0	0	0	5.809	0.000	-0.065	0.000	-5.043	0.000	-3.525	0.000	1n		
ERZ773086.15786-NODE-15786-length-2333-cov-2.634328	2333	non-phage	0.141	0.958	False	True	0.337	0.000		1	0	0	0	3.969	0.000	-2.182	0.000	-6.215	0.000	-0.138	0.000	1n		
ERZ773086.15788-NODE-15788-length-2333-cov-1.477173	2333	non-phage	0.023	0.975	False	False	0.574	0.000		1	0	0	0	7.102	0.000	0.984	0.000	-7.223	0.000	-5.070	0.000	1n		
ERZ773086.15789-NODE-15789-length-2332-cov-56.225296	2332	phage	0.914	0.536	False	False	0.403	0.000	bacteria	0	1	0	0	1.432	0.000	2.488	0.000	-3.941	0.000	-1.718	0.000	1V		
ERZ773086.15790-NODE-15790-length-2332-cov-42.927536	2332	non-phage	0.064	0.980	False	False	0.463	0.000		1	0	0	0	5.543	0.000	0.614	0.000	-4.707	0.000	-3.129	0.000	1n		
ERZ773086.15791-NODE-15791-length-2332-cov-20.631533	2332	non-phage	0.082	0.892	False	False	0.547	0.000		1	0	0	0	6.652	0.000	2.064	0.000	-8.102	0.000	-4.672	0.000	1n		
ERZ773086.15792-NODE-15792-length-2332-cov-17.756697	2332	non-phage	0.976	0.713	False	False	0.446	0.000		1	0	0	0	2.914	0.000	2.494	0.000	-4.871	0.000	-4.523	0.000	1n		
